Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Cost of good sold,Selling price
573-58-9734,B,San Francisco,Normal,Female,Food and beverages,30.37,3,4.56,95.6655,3/28/2019,13:41,Ewallet,91.11,98.4
817-69-8206,B,San Francisco,Normal,Female,Electronic accessories,99.73,9,44.88,942.4485,3/2/2019,19:42,Credit card,897.57,1256.6
888-02-0338,A,New York,Normal,Male,Electronic accessories,26.23,9,11.8,247.8735,1/25/2019,20:24,Ewallet,236.07,330.5
677-11-0152,C,Los Angeles,Normal,Female,Food and beverages,93.26,9,41.97,881.307,1/16/2019,18:08,Cash,839.34,906.49
142-63-6033,B,San Francisco,Normal,Male,Home and lifestyle,92.36,5,23.09,484.89,3/20/2019,19:17,Ewallet,461.8,623.43
656-16-1063,B,San Francisco,Normal,Male,Food and beverages,46.42,3,6.96,146.223,1/4/2019,13:24,Credit card,139.26,150.4
891-58-8335,B,San Francisco,Member,Female,Food and beverages,29.61,7,10.36,217.6335,3/11/2019,15:53,Cash,207.27,223.85
802-43-8934,A,New York,Normal,Male,Home and lifestyle,18.28,1,0.91,19.194,3/22/2019,15:05,Credit card,18.28,24.68
560-30-5617,B,San Francisco,Normal,Female,Food and beverages,24.77,5,6.19,130.0425,3/24/2019,18:27,Cash,123.85,133.76
319-74-2561,A,New York,Member,Female,Electronic accessories,94.64,3,14.2,298.116,2/21/2019,16:55,Cash,283.92,397.49
549-03-9315,B,San Francisco,Normal,Male,Food and beverages,94.87,8,37.95,796.908,2/12/2019,12:58,Ewallet,758.96,819.68
790-29-1172,B,San Francisco,Normal,Female,Food and beverages,57.34,3,8.6,180.621,3/10/2019,18:59,Credit card,172.02,185.78
239-36-3640,B,San Francisco,Normal,Male,Electronic accessories,45.35,6,13.61,285.705,1/31/2019,13:44,Ewallet,272.1,380.94
468-01-2051,B,San Francisco,Normal,Male,Food and beverages,62.08,7,21.73,456.288,3/6/2019,13:46,Ewallet,434.56,469.32
389-25-3394,C,Los Angeles,Normal,Male,Electronic accessories,11.81,5,2.95,62.0025,2/17/2019,18:06,Cash,59.05,82.67
279-62-1445,C,Los Angeles,Member,Female,Food and beverages,12.54,1,0.63,13.167,2/21/2019,12:38,Cash,12.54,13.54
213-72-6612,A,New York,Normal,Male,Food and beverages,43.25,2,4.33,90.825,3/20/2019,15:56,Cash,86.5,93.42
746-68-6593,C,Los Angeles,Member,Female,Food and beverages,87.16,2,8.72,183.036,1/11/2019,14:29,Credit card,174.32,188.27
836-82-5858,B,San Francisco,Member,Male,Health and beauty,69.37,9,31.22,655.5465,1/26/2019,19:14,Ewallet,624.33,842.85
583-72-1480,C,Los Angeles,Member,Male,Electronic accessories,37.06,4,7.41,155.652,1/31/2019,16:24,Ewallet,148.24,207.54
466-61-5506,B,San Francisco,Member,Female,Electronic accessories,90.7,6,27.21,571.41,2/26/2019,10:52,Cash,544.2,761.88
721-86-6247,A,New York,Normal,Female,Home and lifestyle,63.42,8,25.37,532.728,3/11/2019,12:55,Ewallet,507.36,684.94
289-65-5721,B,San Francisco,Normal,Female,Food and beverages,81.37,2,8.14,170.877,1/26/2019,19:28,Cash,162.74,175.76
545-46-3100,B,San Francisco,Member,Female,Electronic accessories,10.59,3,1.59,33.3585,3/12/2019,13:52,Credit card,31.77,44.48
418-02-5978,B,San Francisco,Normal,Female,Health and beauty,84.09,9,37.84,794.6505,2/11/2019,10:54,Cash,756.81,1021.69
269-04-5750,B,San Francisco,Member,Male,Food and beverages,73.82,4,14.76,310.044,2/21/2019,18:31,Cash,295.28,318.9
157-13-5295,A,New York,Member,Male,Health and beauty,51.94,10,25.97,545.37,3/9/2019,18:24,Ewallet,519.4,701.19
645-78-8093,A,New York,Normal,Female,Food and beverages,93.14,2,9.31,195.594,1/20/2019,18:09,Ewallet,186.28,201.18
211-30-9270,C,Los Angeles,Normal,Male,Health and beauty,17.41,5,4.35,91.4025,1/28/2019,15:16,Credit card,87.05,117.52
755-12-3214,C,Los Angeles,Member,Female,Food and beverages,44.22,5,11.06,232.155,3/5/2019,17:07,Credit card,221.1,238.79
346-84-3103,B,San Francisco,Member,Female,Electronic accessories,13.22,5,3.31,69.405,3/2/2019,19:26,Cash,66.1,92.54
478-06-7835,A,New York,Normal,Male,Food and beverages,89.69,1,4.48,94.1745,1/11/2019,11:20,Ewallet,89.69,96.87
540-11-4336,A,New York,Normal,Male,Food and beverages,24.94,9,11.22,235.683,1/11/2019,16:49,Credit card,224.46,242.42
448-81-5016,A,New York,Normal,Male,Health and beauty,59.77,2,5.98,125.517,3/11/2019,12:01,Credit card,119.54,161.38
142-72-4741,C,Los Angeles,Member,Male,Food and beverages,93.2,2,9.32,195.72,2/28/2019,18:37,Credit card,186.4,201.31
217-58-1179,A,New York,Member,Male,Home and lifestyle,62.65,4,12.53,263.13,1/5/2019,11:25,Cash,250.6,338.31
376-02-8238,B,San Francisco,Normal,Male,Home and lifestyle,93.87,8,37.55,788.508,2/2/2019,18:42,Credit card,750.96,1013.8
530-90-9855,A,New York,Member,Male,Home and lifestyle,47.59,8,19.04,399.756,1/1/2019,14:47,Cash,380.72,513.97
866-05-7563,B,San Francisco,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2/9/2019,19:43,Cash,244.2,341.88
604-70-6476,A,New York,Member,Male,Food and beverages,17.94,5,4.49,94.185,1/23/2019,14:04,Ewallet,89.7,96.88
799-71-1548,A,New York,Member,Male,Electronic accessories,77.72,4,15.54,326.424,1/7/2019,16:11,Credit card,310.88,435.23
785-13-7708,B,San Francisco,Normal,Male,Food and beverages,73.06,7,25.57,536.991,1/14/2019,19:06,Credit card,511.42,552.33
845-51-0542,B,San Francisco,Member,Male,Food and beverages,46.55,9,20.95,439.8975,2/2/2019,15:34,Ewallet,418.95,452.47
662-47-5456,C,Los Angeles,Member,Male,Food and beverages,35.19,10,17.6,369.495,3/17/2019,19:06,Credit card,351.9,380.05
883-17-4236,C,Los Angeles,Normal,Female,Food and beverages,14.39,2,1.44,30.219,3/2/2019,19:44,Credit card,28.78,31.08
290-68-2984,A,New York,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,3/16/2019,11:22,Cash,95,128.25
704-11-6354,A,New York,Member,Male,Home and lifestyle,58.9,8,23.56,494.76,1/6/2019,11:23,Cash,471.2,636.12
110-48-7033,B,San Francisco,Member,Male,Food and beverages,32.62,4,6.52,137.004,1/29/2019,14:12,Cash,130.48,140.92
366-93-0948,A,New York,Member,Male,Electronic accessories,66.35,1,3.32,69.6675,1/31/2019,10:46,Credit card,66.35,92.89
729-09-9681,A,New York,Member,Male,Home and lifestyle,25.91,6,7.77,163.233,2/5/2019,10:16,Ewallet,155.46,209.87
151-16-1484,A,New York,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2/13/2019,12:38,Ewallet,129,180.6
380-94-4661,C,Los Angeles,Member,Male,Electronic accessories,65.94,4,13.19,276.948,2/7/2019,13:05,Credit card,263.76,369.26
850-41-9669,A,New York,Normal,Female,Electronic accessories,75.06,9,33.78,709.317,3/19/2019,13:25,Ewallet,675.54,945.76
821-07-3596,C,Los Angeles,Normal,Female,Food and beverages,16.45,4,3.29,69.09,3/7/2019,14:53,Ewallet,65.8,71.06
655-85-5130,B,San Francisco,Member,Female,Food and beverages,38.3,4,7.66,160.86,3/13/2019,19:22,Cash,153.2,165.46
447-15-7839,A,New York,Member,Female,Food and beverages,22.24,10,11.12,233.52,2/9/2019,11:00,Cash,222.4,240.19
154-74-7179,B,San Francisco,Normal,Male,Food and beverages,54.45,1,2.72,57.1725,2/26/2019,19:24,Ewallet,54.45,58.81
253-12-6086,A,New York,Member,Female,Food and beverages,98.4,7,34.44,723.24,3/12/2019,12:43,Credit card,688.8,743.9
808-65-0703,C,Los Angeles,Normal,Male,Home and lifestyle,35.47,4,7.09,148.974,3/14/2019,17:22,Credit card,141.88,191.54
571-94-0759,B,San Francisco,Member,Female,Food and beverages,74.6,10,37.3,783.3,1/8/2019,20:55,Cash,746,805.68
144-51-6085,A,New York,Member,Male,Home and lifestyle,70.74,4,14.15,297.108,1/5/2019,16:05,Credit card,282.96,382
731-14-2199,A,New York,Member,Female,Home and lifestyle,35.54,10,17.77,373.17,1/4/2019,13:34,Ewallet,355.4,479.79
783-09-1637,B,San Francisco,Normal,Female,Food and beverages,67.43,5,16.86,354.0075,3/6/2019,18:13,Ewallet,337.15,364.12
687-15-1097,C,Los Angeles,Member,Female,Health and beauty,21.12,2,2.11,44.352,1/3/2019,19:17,Cash,42.24,57.02
126-54-1082,A,New York,Member,Female,Home and lifestyle,21.54,9,9.69,203.553,1/7/2019,11:44,Credit card,193.86,261.71
633-91-1052,A,New York,Normal,Female,Home and lifestyle,12.03,2,1.2,25.263,1/27/2019,15:51,Cash,24.06,32.48
477-24-6490,B,San Francisco,Normal,Female,Health and beauty,99.71,6,29.91,628.173,2/26/2019,16:52,Ewallet,598.26,807.65
566-19-5475,B,San Francisco,Normal,Male,Food and beverages,47.97,7,16.79,352.5795,1/7/2019,20:52,Cash,335.79,362.65
526-86-8552,C,Los Angeles,Member,Female,Home and lifestyle,21.82,10,10.91,229.11,1/7/2019,17:36,Cash,218.2,294.57
376-56-3573,C,Los Angeles,Normal,Female,Food and beverages,95.42,4,19.08,400.764,2/2/2019,13:23,Ewallet,381.68,412.21
537-72-0426,C,Los Angeles,Member,Male,Food and beverages,70.99,10,35.5,745.395,3/20/2019,16:28,Cash,709.9,766.69
828-61-5674,A,New York,Member,Male,Food and beverages,44.02,10,22.01,462.21,3/20/2019,19:57,Credit card,440.2,475.42
136-08-6195,A,New York,Normal,Female,Home and lifestyle,69.96,8,27.98,587.664,2/15/2019,17:01,Credit card,559.68,755.57
523-38-0215,C,Los Angeles,Normal,Male,Home and lifestyle,37,1,1.85,38.85,3/6/2019,13:29,Credit card,37,49.95
490-29-1201,A,New York,Normal,Female,Food and beverages,15.34,1,0.77,16.107,1/6/2019,11:09,Cash,15.34,16.57
667-92-0055,A,New York,Member,Male,Health and beauty,99.83,6,29.95,628.929,3/4/2019,15:02,Ewallet,598.98,808.62
565-17-3836,A,New York,Member,Female,Health and beauty,47.67,4,9.53,200.214,3/12/2019,14:21,Cash,190.68,257.42
498-41-1961,B,San Francisco,Normal,Male,Health and beauty,66.68,5,16.67,350.07,2/20/2019,18:01,Cash,333.4,450.09
593-95-4461,C,Los Angeles,Member,Male,Home and lifestyle,74.86,1,3.74,78.603,3/24/2019,14:49,Cash,74.86,101.06
226-71-3580,C,Los Angeles,Normal,Female,Food and beverages,23.75,9,10.69,224.4375,1/31/2019,12:02,Cash,213.75,230.85
283-79-9594,B,San Francisco,Normal,Female,Food and beverages,48.51,7,16.98,356.5485,1/25/2019,13:30,Credit card,339.57,366.74
430-60-3493,A,New York,Member,Female,Home and lifestyle,94.88,7,33.21,697.368,2/3/2019,14:38,Cash,664.16,896.62
139-20-0155,B,San Francisco,Member,Male,Electronic accessories,40.3,10,20.15,423.15,1/24/2019,17:37,Credit card,403,564.2
558-80-4082,C,Los Angeles,Normal,Male,Electronic accessories,27.85,7,9.75,204.6975,3/14/2019,17:20,Ewallet,194.95,272.93
278-97-7759,A,New York,Member,Female,Electronic accessories,62.48,1,3.12,65.604,2/18/2019,20:29,Cash,62.48,87.47
316-68-6352,A,New York,Member,Female,Food and beverages,36.36,2,3.64,76.356,1/21/2019,10:00,Cash,72.72,78.54
585-03-5943,B,San Francisco,Normal,Male,Health and beauty,18.11,10,9.06,190.155,3/13/2019,11:46,Ewallet,181.1,244.49
211-05-0490,C,Los Angeles,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,13:42,Cash,259.6,363.44
727-75-6477,C,Los Angeles,Normal,Male,Electronic accessories,28.84,4,5.77,121.128,3/29/2019,14:44,Cash,115.36,161.5
744-02-5987,A,New York,Member,Male,Home and lifestyle,78.38,6,23.51,493.794,1/10/2019,14:16,Ewallet,470.28,634.88
307-83-9164,A,New York,Member,Male,Home and lifestyle,60.01,4,12,252.042,1/25/2019,15:54,Cash,240.04,324.05
779-06-0012,C,Los Angeles,Member,Female,Home and lifestyle,88.61,1,4.43,93.0405,1/19/2019,10:21,Cash,88.61,119.62
446-47-6729,C,Los Angeles,Normal,Male,Food and beverages,99.82,2,9.98,209.622,1/2/2019,18:09,Credit card,199.64,215.61
573-10-3877,B,San Francisco,Member,Male,Health and beauty,39.01,1,1.95,40.9605,3/12/2019,16:46,Credit card,39.01,52.66
735-06-4124,C,Los Angeles,Normal,Male,Food and beverages,48.61,1,2.43,51.0405,2/25/2019,15:31,Cash,48.61,52.5
439-54-7422,A,New York,Normal,Female,Electronic accessories,51.19,4,10.24,214.998,3/18/2019,17:15,Credit card,204.76,286.66
396-90-2219,B,San Francisco,Normal,Female,Electronic accessories,14.96,8,5.98,125.664,2/23/2019,12:29,Cash,119.68,167.55
411-77-0180,A,New York,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,20:14,Ewallet,505.4,707.56
286-01-5402,A,New York,Normal,Female,Food and beverages,40.23,7,14.08,295.6905,3/30/2019,13:22,Cash,281.61,304.14
803-17-8013,A,New York,Member,Female,Home and lifestyle,88.79,8,35.52,745.836,2/17/2019,17:09,Cash,710.32,958.93
512-98-1403,A,New York,Member,Female,Electronic accessories,26.48,3,3.97,83.412,3/21/2019,10:40,Ewallet,79.44,111.22
848-42-2560,A,New York,Normal,Female,Food and beverages,81.91,2,8.19,172.011,3/5/2019,17:43,Cash,163.82,176.93
532-59-7201,B,San Francisco,Member,Male,Food and beverages,79.93,6,23.98,503.559,1/31/2019,14:04,Cash,479.58,517.95
181-94-6432,C,Los Angeles,Member,Male,Food and beverages,69.33,2,6.93,145.593,2/5/2019,19:05,Ewallet,138.66,149.75
870-76-1733,A,New York,Member,Female,Food and beverages,14.23,5,3.56,74.7075,2/1/2019,10:08,Credit card,71.15,76.84
423-64-4619,A,New York,Member,Female,Health and beauty,15.55,9,7,146.9475,3/7/2019,13:12,Cash,139.95,188.93
227-07-4446,C,Los Angeles,Member,Female,Electronic accessories,78.13,10,39.07,820.365,2/10/2019,20:51,Cash,781.3,1093.82
174-36-3675,C,Los Angeles,Member,Male,Food and beverages,99.37,2,9.94,208.677,2/14/2019,17:29,Cash,198.74,214.64
428-83-5800,C,Los Angeles,Member,Female,Food and beverages,21.08,3,3.16,66.402,2/9/2019,10:25,Cash,63.24,68.3
603-07-0961,C,Los Angeles,Member,Male,Electronic accessories,74.79,5,18.7,392.6475,1/10/2019,11:34,Cash,373.95,523.53
704-20-4138,C,Los Angeles,Member,Female,Health and beauty,29.67,7,10.38,218.0745,3/11/2019,18:58,Credit card,207.69,280.38
787-15-1757,C,Los Angeles,Member,Male,Health and beauty,44.07,4,8.81,185.094,2/18/2019,16:28,Ewallet,176.28,237.98
649-11-3678,C,Los Angeles,Normal,Female,Food and beverages,22.93,9,10.32,216.6885,2/26/2019,20:26,Cash,206.37,222.88
622-20-1945,C,Los Angeles,Normal,Female,Health and beauty,39.42,1,1.97,41.391,1/18/2019,15:08,Cash,39.42,53.22
372-94-8041,A,New York,Normal,Male,Health and beauty,15.26,6,4.58,96.138,2/15/2019,18:03,Ewallet,91.56,123.61
563-91-7120,A,New York,Normal,Female,Food and beverages,61.77,5,15.44,324.2925,3/8/2019,13:21,Cash,308.85,333.56
746-54-5508,A,New York,Normal,Male,Home and lifestyle,21.52,6,6.46,135.576,1/17/2019,12:48,Credit card,129.12,174.31
276-54-0879,B,San Francisco,Normal,Male,Food and beverages,97.74,4,19.55,410.508,3/12/2019,19:53,Ewallet,390.96,422.24
815-11-1168,A,New York,Member,Male,Food and beverages,99.78,5,24.95,523.845,3/9/2019,19:09,Cash,498.9,538.81
719-76-3868,C,Los Angeles,Member,Male,Food and beverages,94.26,4,18.85,395.892,3/12/2019,16:30,Cash,377.04,407.2
730-61-8757,B,San Francisco,Member,Male,Health and beauty,51.13,4,10.23,214.746,1/25/2019,10:11,Credit card,204.52,276.1
340-66-0321,A,New York,Member,Male,Electronic accessories,36.36,4,7.27,152.712,3/25/2019,13:07,Cash,145.44,203.62
868-81-1752,B,San Francisco,Normal,Male,Home and lifestyle,22.02,9,9.91,208.089,2/7/2019,18:48,Cash,198.18,267.54
634-97-8956,A,New York,Normal,Male,Food and beverages,32.9,3,4.94,103.635,2/17/2019,17:27,Credit card,98.7,106.6
566-71-1091,A,New York,Normal,Male,Food and beverages,77.02,5,19.26,404.355,2/3/2019,15:59,Cash,385.1,415.91
442-48-3607,A,New York,Member,Male,Food and beverages,23.48,2,2.35,49.308,3/14/2019,11:21,Credit card,46.96,50.72
835-16-0096,C,Los Angeles,Member,Male,Food and beverages,14.7,5,3.68,77.175,3/24/2019,13:48,Ewallet,73.5,79.38
527-09-6272,A,New York,Member,Female,Electronic accessories,28.45,5,7.11,149.3625,3/21/2019,10:17,Credit card,142.25,199.15
898-04-2717,A,New York,Normal,Male,Food and beverages,76.4,9,34.38,721.98,3/19/2019,15:49,Ewallet,687.6,742.61
692-27-8933,B,San Francisco,Normal,Female,Food and beverages,57.95,6,17.39,365.085,2/24/2019,13:02,Cash,347.7,375.52
633-09-3463,C,Los Angeles,Normal,Female,Electronic accessories,47.65,3,7.15,150.0975,3/28/2019,12:58,Credit card,142.95,200.13
374-17-3652,B,San Francisco,Member,Female,Food and beverages,42.82,9,19.27,404.649,2/5/2019,15:26,Credit card,385.38,416.21
378-07-7001,B,San Francisco,Member,Male,Electronic accessories,48.09,3,7.21,151.4835,2/10/2019,18:23,Credit card,144.27,201.98
433-75-6987,B,San Francisco,Member,Female,Health and beauty,55.97,7,19.59,411.3795,3/5/2019,19:06,Ewallet,391.79,528.92
873-95-4984,B,San Francisco,Member,Female,Health and beauty,76.9,7,26.92,565.215,2/15/2019,20:21,Cash,538.3,726.71
416-13-5917,C,Los Angeles,Normal,Female,Food and beverages,97.03,5,24.26,509.4075,1/30/2019,16:24,Ewallet,485.15,523.96
150-89-8043,A,New York,Normal,Male,Food and beverages,44.65,3,6.7,140.6475,2/14/2019,15:04,Cash,133.95,144.67
135-84-8019,A,New York,Normal,Female,Food and beverages,77.93,9,35.07,736.4385,2/27/2019,16:10,Ewallet,701.37,757.48
441-94-7118,A,New York,Member,Male,Electronic accessories,71.95,1,3.6,75.5475,2/4/2019,12:14,Cash,71.95,100.73
725-96-3778,C,Los Angeles,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,1/20/2019,10:13,Cash,714,963.9
531-80-1784,A,New York,Normal,Male,Electronic accessories,26.02,7,9.11,191.247,3/28/2019,17:38,Cash,182.14,255
400-45-1220,B,San Francisco,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06,Credit card,135,182.25
860-79-0874,C,Los Angeles,Member,Female,Food and beverages,99.3,10,49.65,1042.65,2/15/2019,14:53,Credit card,993,1072.44
834-61-8124,A,New York,Normal,Male,Electronic accessories,51.69,7,18.09,379.9215,1/26/2019,18:22,Cash,361.83,506.56
115-99-4379,B,San Francisco,Member,Female,Food and beverages,54.73,7,19.16,402.2655,3/14/2019,19:02,Credit card,383.11,413.76
565-67-6697,B,San Francisco,Member,Male,Home and lifestyle,27,9,12.15,255.15,3/2/2019,14:16,Cash,243,328.05
320-49-6392,C,Los Angeles,Normal,Female,Electronic accessories,30.24,1,1.51,31.752,3/4/2019,15:44,Cash,30.24,42.34
889-04-9723,B,San Francisco,Member,Female,Food and beverages,89.14,4,17.83,374.388,1/7/2019,12:20,Credit card,356.56,385.08
632-90-0281,C,Los Angeles,Normal,Female,Food and beverages,37.55,10,18.78,394.275,3/8/2019,20:01,Credit card,375.5,405.54
554-42-2417,C,Los Angeles,Normal,Female,Food and beverages,95.44,10,47.72,1002.12,1/9/2019,13:45,Cash,954.4,1030.75
453-63-6187,B,San Francisco,Normal,Male,Electronic accessories,27.5,3,4.13,86.625,3/1/2019,15:40,Ewallet,82.5,115.5
578-80-7669,B,San Francisco,Normal,Male,Food and beverages,74.97,1,3.75,78.7185,3/16/2019,16:58,Cash,74.97,80.97
612-36-5536,A,New York,Member,Male,Food and beverages,80.96,8,32.38,680.064,2/17/2019,11:12,Credit card,647.68,699.49
605-72-4132,C,Los Angeles,Normal,Female,Food and beverages,94.47,8,37.79,793.548,2/27/2019,15:12,Cash,755.76,816.22
471-41-2823,C,Los Angeles,Normal,Male,Food and beverages,99.79,2,9.98,209.559,3/7/2019,20:37,Ewallet,199.58,215.55
462-67-9126,A,New York,Normal,Male,Home and lifestyle,73.22,6,21.97,461.286,1/21/2019,17:44,Cash,439.32,593.08
272-27-9238,C,Los Angeles,Normal,Female,Food and beverages,41.24,4,8.25,173.208,2/19/2019,16:23,Cash,164.96,178.16
834-25-9262,C,Los Angeles,Normal,Female,Food and beverages,81.68,4,16.34,343.056,1/6/2019,12:12,Cash,326.72,352.86
122-61-9553,C,Los Angeles,Normal,Female,Electronic accessories,51.32,9,23.09,484.974,3/14/2019,19:33,Cash,461.88,646.63
468-88-0009,A,New York,Member,Male,Home and lifestyle,65.94,4,13.19,276.948,3/24/2019,10:29,Cash,263.76,356.08
613-59-9758,C,Los Angeles,Normal,Female,Food and beverages,14.36,10,7.18,150.78,1/27/2019,14:28,Cash,143.6,155.09
254-31-0042,A,New York,Member,Male,Electronic accessories,21.5,9,9.68,203.175,3/6/2019,12:46,Credit card,193.5,270.9
201-86-2184,B,San Francisco,Member,Female,Electronic accessories,26.26,7,9.19,193.011,2/2/2019,19:40,Cash,183.82,257.35
261-12-8671,B,San Francisco,Normal,Female,Food and beverages,60.96,2,6.1,128.016,1/25/2019,19:39,Credit card,121.92,131.67
730-70-9830,C,Los Angeles,Normal,Female,Home and lifestyle,70.11,6,21.03,441.693,3/14/2019,17:54,Ewallet,420.66,567.89
382-25-8917,C,Los Angeles,Normal,Male,Food and beverages,42.08,6,12.62,265.104,1/29/2019,12:25,Cash,252.48,272.68
422-29-8786,A,New York,Normal,Female,Home and lifestyle,67.09,5,16.77,352.2225,1/3/2019,16:47,Credit card,335.45,452.86
667-23-5919,A,New York,Member,Female,Food and beverages,96.7,5,24.18,507.675,1/14/2019,12:52,Ewallet,483.5,522.18
843-01-4703,B,San Francisco,Member,Female,Home and lifestyle,35.38,9,15.92,334.341,1/5/2019,19:50,Credit card,318.42,429.87
743-88-1662,C,Los Angeles,Normal,Male,Food and beverages,95.49,7,33.42,701.8515,2/22/2019,18:17,Ewallet,668.43,721.9
595-86-2894,C,Los Angeles,Member,Male,Food and beverages,96.98,4,19.4,407.316,2/6/2019,17:20,Ewallet,387.92,418.95
182-69-8360,B,San Francisco,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,13:32,Credit card,94.6,132.44
289-15-7034,A,New York,Member,Male,Food and beverages,82.33,4,16.47,345.786,1/11/2019,10:37,Credit card,329.32,355.67
462-78-5240,C,Los Angeles,Normal,Female,Electronic accessories,26.61,2,2.66,55.881,3/19/2019,14:35,Cash,53.22,74.51
868-52-7573,B,San Francisco,Normal,Female,Food and beverages,99.69,5,24.92,523.3725,1/14/2019,12:09,Cash,498.45,538.33
153-58-4872,C,Los Angeles,Member,Female,Food and beverages,74.89,4,14.98,314.538,3/1/2019,15:32,Ewallet,299.56,323.52
662-72-2873,A,New York,Normal,Female,Food and beverages,40.94,5,10.24,214.935,1/6/2019,13:58,Ewallet,204.7,221.08
525-88-7307,B,San Francisco,Member,Male,Food and beverages,75.82,1,3.79,79.611,1/31/2019,13:19,Cash,75.82,81.89
689-16-9784,C,Los Angeles,Normal,Male,Food and beverages,46.77,6,14.03,294.651,3/11/2019,13:37,Cash,280.62,303.07
725-56-0833,A,New York,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,16:49,Credit card,323.2,436.32
394-41-0748,C,Los Angeles,Member,Female,Food and beverages,54.07,9,24.33,510.9615,1/27/2019,14:55,Ewallet,486.63,525.56
596-42-3999,B,San Francisco,Normal,Male,Food and beverages,18.22,7,6.38,133.917,3/10/2019,14:04,Credit card,127.54,137.74
541-89-9860,C,Los Angeles,Member,Female,Food and beverages,80.48,3,12.07,253.512,2/15/2019,12:31,Cash,241.44,260.76
173-82-9529,B,San Francisco,Normal,Female,Food and beverages,37.95,10,18.98,398.475,1/26/2019,14:51,Cash,379.5,409.86
563-36-9814,A,New York,Member,Male,Electronic accessories,76.82,1,3.84,80.661,2/13/2019,18:27,Ewallet,76.82,107.55
308-47-4913,A,New York,Member,Female,Food and beverages,52.26,10,26.13,548.73,3/9/2019,12:45,Credit card,522.6,564.41
885-17-6250,A,New York,Normal,Female,Health and beauty,79.74,1,3.99,83.727,3/6/2019,10:36,Ewallet,79.74,107.65
726-27-2396,A,New York,Normal,Female,Health and beauty,77.5,5,19.38,406.875,1/24/2019,20:36,Ewallet,387.5,523.13
316-01-3952,A,New York,Normal,Female,Food and beverages,54.27,5,13.57,284.9175,3/13/2019,14:16,Ewallet,271.35,293.06
760-54-1821,B,San Francisco,Normal,Male,Home and lifestyle,13.59,9,6.12,128.4255,3/15/2019,10:26,Cash,122.31,165.12
793-10-3222,B,San Francisco,Member,Female,Health and beauty,41.06,6,12.32,258.678,3/5/2019,13:30,Credit card,246.36,332.59
346-12-3257,B,San Francisco,Member,Male,Electronic accessories,19.24,9,8.66,181.818,3/4/2019,16:28,Cash,173.16,242.42
110-05-6330,C,Los Angeles,Normal,Female,Food and beverages,39.43,6,11.83,248.409,3/25/2019,20:18,Credit card,236.58,255.51
651-61-0874,C,Los Angeles,Normal,Male,Home and lifestyle,46.22,4,9.24,194.124,3/12/2019,20:04,Credit card,184.88,249.59
236-86-3015,C,Los Angeles,Member,Male,Home and lifestyle,13.98,1,0.7,14.679,2/4/2019,13:38,Ewallet,13.98,18.87
831-64-0259,B,San Francisco,Normal,Female,Food and beverages,39.75,5,9.94,208.6875,2/22/2019,10:43,Ewallet,198.75,214.65
587-03-7455,C,Los Angeles,Member,Female,Food and beverages,97.79,7,34.23,718.7565,2/16/2019,17:30,Ewallet,684.53,739.29
882-40-4577,A,New York,Member,Male,Food and beverages,67.26,4,13.45,282.492,1/19/2019,15:28,Credit card,269.04,290.56
732-67-5346,A,New York,Normal,Male,Food and beverages,13.79,5,3.45,72.3975,1/11/2019,19:07,Credit card,68.95,74.47
725-32-9708,B,San Francisco,Member,Female,Food and beverages,68.71,4,13.74,288.582,1/4/2019,19:01,Cash,274.84,296.83
256-08-8343,A,New York,Normal,Female,Home and lifestyle,56.53,4,11.31,237.426,3/4/2019,19:48,Ewallet,226.12,305.26
372-26-1506,C,Los Angeles,Normal,Female,Food and beverages,23.82,5,5.96,125.055,1/28/2019,19:24,Ewallet,119.1,128.63
244-08-0162,B,San Francisco,Normal,Female,Health and beauty,34.21,10,17.11,359.205,1/2/2019,13:00,Cash,342.1,461.84
569-71-4390,B,San Francisco,Normal,Male,Food and beverages,21.87,2,2.19,45.927,1/25/2019,14:29,Ewallet,43.74,47.24
132-23-6451,A,New York,Member,Male,Health and beauty,20.97,5,5.24,110.0925,1/4/2019,13:21,Cash,104.85,141.55
696-90-2548,A,New York,Normal,Male,Food and beverages,25.84,3,3.88,81.396,3/10/2019,18:55,Ewallet,77.52,83.72
472-15-9636,A,New York,Normal,Male,Home and lifestyle,50.93,8,20.37,427.812,3/22/2019,19:36,Ewallet,407.44,550.04
268-03-6164,B,San Francisco,Normal,Male,Health and beauty,96.11,1,4.81,100.9155,1/25/2019,16:28,Ewallet,96.11,129.75
750-57-9686,C,Los Angeles,Normal,Female,Home and lifestyle,45.38,4,9.08,190.596,1/8/2019,13:48,Credit card,181.52,245.05
186-09-3669,C,Los Angeles,Member,Female,Health and beauty,81.51,1,4.08,85.5855,1/22/2019,10:57,Ewallet,81.51,110.04
